Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Alkmaar;Ouiam van Binsbergen;06-37485277;OuiamvanBinsbergen@rhyta.com;Kooimeerlaan 25;Alkmaar;dinsdag 22 augustus 2017;Afhalen;dinsdag 22 augustus 2017;16:32;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Vlaardingen;Arwa Schulpen;06-18425391;ArwaSchulpen@jourrapide.com;Van der Waalsstraat 132;Vlaardingen;zaterdag 3 augustus 2019;Bezorgen;zaterdag 3 augustus 2019;18:15;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 56,65;;€ 0,00;€ 56,65
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Zwolle Bachplein;Nicolay Eisinga;06-57894641;NicolayEisinga@dayrep.com;Schepenenlaan 26;Zwolle;woensdag 6 maart 2019;Afhalen;woensdag 6 maart 2019;17:30;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;Chorizo, Rode Ui;€ 2,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Veldhoven;Ashanti Habraken;06-28916902;AshantiHabraken@armyspy.com;Heuvel 161;Veldhoven;vrijdag 10 februari 2017;Afhalen;vrijdag 10 februari 2017;19:01;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 11,95;€ 63,70;25% korting op je bestelling;€ 15,93;€ 47,78
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Nijmegen;Nasim Kniest;06-74699824;NasimKniest@dayrep.com;Professor van der Grintenstraat 70;Nijmegen;vrijdag 10 maart 2017;Afhalen;vrijdag 10 maart 2017;19:01;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 42,70;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 40,70
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

Amsterdam Oostelijke Handelskade;Ramiz Looijmans;06-35866725;RamizLooijmans@armyspy.com;Lirestraat 130;Amsterdam;woensdag 7 november 2018;Bezorgen;woensdag 7 november 2018;16:29;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;€ 93,55;;€ 0,00;€ 93,55
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 47,80;;;;

Leiden;Kee Toepoel;06-45783121;KeeToepoel@gustr.com;Salomonsteeg 45;Leiden;zondag 21 juli 2019;Afhalen;zondag 21 juli 2019;16:49;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 41,80;3e pizza gratis bij bezorgen;€ 0,00;€ 41,80
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Gouda;Tugce Groothedde;06-65803705;TugceGroothedde@cuvox.de;Stolpenburg 157;Gouda;zaterdag 22 juli 2017;Bezorgen;zaterdag 22 juli 2017;18:18;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Helmond Brandevoort;Valentijn Pleiter;06-91428457;ValentijnPleiter@armyspy.com;Klarinetstraat 1;Helmond;dinsdag 5 juni 2018;Bezorgen;dinsdag 5 juni 2018;19:08;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 9,90;;€ 0,00;€ 9,90

Breda Kesterenlaan;Kailash Nijs;06-70127421;KailashNijs@superrito.com;Tuintjes 172;Prinsenbeek;woensdag 21 augustus 2019;Afhalen;woensdag 21 augustus 2019;16:53;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;€ 16,90;;€ 0,00;€ 16,90
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Maarssen;Mariël de Weijer;06-86689496;MarieldeWeijer@rhyta.com;Chopinlaan 61;Maarssen;vrijdag 1 februari 2019;Afhalen;vrijdag 1 februari 2019;16:50;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;Spinazie, Gehakt;€ 2,00;€ 14,95;€ 14,95;25% korting op je bestelling;€ 3,74;€ 11,21

Haarlem Zuid;Elko Godding;06-17189901;ElkoGodding@cuvox.de;Vlietsorgstraat 127;Haarlem;donderdag 2 augustus 2018;Afhalen;donderdag 2 augustus 2018;19:40;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 14,90;;€ 0,00;€ 14,90
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Arnhem;Roberta Frenken;06-63268651;RobertaFrenken@superrito.com;Jourestraat 68;Arnhem;zaterdag 10 november 2018;Afhalen;zaterdag 10 november 2018;17:41;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 52,75;25% korting op je bestelling;€ 13,19;€ 39,56
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Rijswijk;Zico Brons;06-37498336;ZicoBrons@dayrep.com;Lindelaan 101;Rijswijk;dinsdag 3 april 2018;Afhalen;dinsdag 3 april 2018;17:40;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 51,70;;€ 0,00;€ 51,70
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Amsterdam Overtoom;Baris Bonnes;06-24414391;BarisBonnes@superrito.com;Wenslauerstraat 41;Amsterdam;vrijdag 20 december 2019;Bezorgen;vrijdag 20 december 2019;18:41;Hawaii;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Lelystad;Jamy Verberne;06-58442366;JamyVerberne@jourrapide.com;Bongerd 75;Lelystad;donderdag 7 november 2019;Afhalen;donderdag 7 november 2019;17:01;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Purmerend;Sebastiaan van Tiel;06-79748481;SebastiaanvanTiel@dayrep.com;Sternstraat 178;Purmerend;donderdag 10 januari 2019;Bezorgen;donderdag 10 januari 2019;18:58;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Nijmegen;Armando Kolijn;06-56011724;ArmandoKolijn@armyspy.com;Graafseweg 197;Nijmegen;zaterdag 9 februari 2019;Afhalen;zaterdag 9 februari 2019;17:43;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;Kaasmix, Pepperoni;€ 2,50;€ 11,45;€ 35,35;;€ 0,00;€ 35,35
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;

Vlissingen;Arjan Lindelauf;06-28556278;ArjanLindelauf@superrito.com;Rosenburglaan 71;Vlissingen;vrijdag 30 november 2018;Bezorgen;vrijdag 30 november 2018;18:48;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Venlo;Jonny Borghouts;06-58378055;JonnyBorghouts@superrito.com;Albrecht Rodenbachstraat 67;Venlo;dinsdag 29 januari 2019;Bezorgen;dinsdag 29 januari 2019;20:27;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;4;Merguez, Beenham;€ 2,50;€ 45,80;€ 45,80;2e pizza gratis bij afhalen;€ 0,00;€ 45,80

Zoetermeer;Penelope Storm;06-36054196;PenelopeStorm@gustr.com;Jacques Tatistrook 19;Zoetermeer;zaterdag 28 april 2018;Afhalen;zaterdag 28 april 2018;17:29;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

IJmuiden;Kenji Mekking;06-88615322;KenjiMekking@teleworm.us;De Doom 120;Roden;woensdag 10 oktober 2018;Afhalen;woensdag 10 oktober 2018;20:00;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Utrecht Adelaarstraat;Rianne Wachtmeester;06-32924111;RianneWachtmeester@teleworm.us;Ina Boudier-Bakkerlaan 117;Utrecht;vrijdag 17 augustus 2018;Afhalen;vrijdag 17 augustus 2018;16:28;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Venlo;Feyzullah Popken;06-16934428;FeyzullahPopken@einrot.com;Vinckenhofstraat 80;Venlo;donderdag 16 augustus 2018;Afhalen;donderdag 16 augustus 2018;18:56;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 58,75;;€ 0,00;€ 58,75
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;4;;€ 0,00;€ 51,80;;;;

Nootdorp;Anne-Britt Hovens;06-19000434;Anne-BrittHovens@einrot.com;Jan Vethstraat 78;Arnhem;maandag 11 november 2019;Afhalen;maandag 11 november 2019;19:55;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Enschede West;Soleil Catsburg;06-12454368;SoleilCatsburg@gustr.com;Keurslanden 154;Enschede;maandag 24 juli 2017;Afhalen;maandag 24 juli 2017;17:01;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Veldhoven;Matthys Abbas;06-30377513;MatthysAbbas@teleworm.us;Runstraat 56;Veldhoven;zondag 8 juli 2018;Afhalen;zondag 8 juli 2018;16:01;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 22,90;2e pizza gratis bij afhalen;€ 6,95;€ 15,95
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Osdorp;Leontine Eenkhoorn;06-50789509;LeontineEenkhoorn@fleckens.hu;Duvenvoordestraat 87;Terheijden;donderdag 9 mei 2019;Bezorgen;donderdag 9 mei 2019;19:55;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Waalwijk;Kubra Thissen;06-25595041;KubraThissen@cuvox.de;Burgemeester Vermeulenstraat 30;Sprang-Capelle;woensdag 4 januari 2017;Afhalen;woensdag 4 januari 2017;18:11;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Waalwijk;Kobus Franck;06-62826025;KobusFranck@dayrep.com;Grotestraat 26;Waalwijk;zondag 7 april 2019;Bezorgen;zondag 7 april 2019;18:04;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 19,90;;;;

Woerden;Kieran Karaca;06-82629818;KieranKaraca@rhyta.com;Lekoord 129;Woerden;zaterdag 16 februari 2019;Afhalen;zaterdag 16 februari 2019;16:50;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 16,85;;€ 0,00;€ 16,85
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Kampen;Yanniek Severijns;06-84183265;YanniekSeverijns@fleckens.hu;Stevinstraat 101;Kampen;donderdag 4 juli 2019;Afhalen;donderdag 4 juli 2019;20:09;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Gorinchem;Dragan Aaldering;06-19127630;DraganAaldering@teleworm.us;Fazantenspoor 38;Gorinchem;dinsdag 22 mei 2018;Bezorgen;dinsdag 22 mei 2018;16:02;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;Kaas;€ 1,00;€ 7,95;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;Knoflooksaus Swirl, Basilicum;€ 1,00;€ 17,90;;;;

Almere;Nalinie Soons;06-52522148;NalinieSoons@fleckens.hu;Harmoniumstraat 53;Almere;donderdag 29 juni 2017;Afhalen;donderdag 29 juni 2017;17:48;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Utrecht Marnixlaan;Jona van Bruggen;06-91461484;JonavanBruggen@einrot.com;Framboosstraat 171;Utrecht;zaterdag 27 april 2019;Afhalen;zaterdag 27 april 2019;19:47;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;25% korting op je bestelling;€ 1,49;€ 4,46

Houten;Frans Hilbrands;06-43205719;FransHilbrands@jourrapide.com;Strocamp 39;Houten;vrijdag 28 december 2018;Afhalen;vrijdag 28 december 2018;18:47;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 89,60;;€ 0,00;€ 89,60
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;Chicken Kebab, Champignons, Geitenkaas, Kaas;€ 5,00;€ 33,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Sneek;Thommy van Meel;06-76878403;ThommyvanMeel@teleworm.us;Meester S.M. van Haersma Bumalaan 51;IJsbrechtum;vrijdag 17 mei 2019;Bezorgen;vrijdag 17 mei 2019;17:01;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Den Haag Torenstraat;Steventje Groote;06-53850720;SteventjeGroote@rhyta.com;Parallelweg 183;Hardinxveld-Giessendam;zondag 14 juli 2019;Bezorgen;zondag 14 juli 2019;16:52;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Osdorp;Ingeborg Vogelzang;06-83573303;IngeborgVogelzang@rhyta.com;Waterman 94;Dordrecht;woensdag 22 maart 2017;Afhalen;woensdag 22 maart 2017;20:46;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;3;;€ 0,00;€ 29,85;€ 76,65;3e pizza gratis bij bezorgen;€ 0,00;€ 76,65
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Voorschoten;Suze Verstijnen;06-88543905;SuzeVerstijnen@teleworm.us;Bartoklaan 99;Voorschoten;maandag 19 augustus 2019;Bezorgen;maandag 19 augustus 2019;19:30;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Eindhoven Woensel;Anco Jager;06-67382335;AncoJager@rhyta.com;Sint Martinusstraat 80;Eindhoven;donderdag 22 maart 2018;Afhalen;donderdag 22 maart 2018;17:15;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;Geitenkaas, Beenham;€ 2,50;€ 28,90;€ 28,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 26,90

Breda Graaf Hendrik III Plein;Indy Noomen;06-20761078;IndyNoomen@fleckens.hu;Postlaan 171;Breda;zondag 27 augustus 2017;Bezorgen;zondag 27 augustus 2017;16:45;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 59,70;3e pizza gratis bij bezorgen;€ 8,95;€ 50,75
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Heemskerk;Reinardus van Egdom;06-74718242;ReinardusvanEgdom@dayrep.com;Stijkelstraat 61;Heemskerk;zaterdag 1 juli 2017;Afhalen;zaterdag 1 juli 2017;17:05;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 19,90;€ 49,70;;€ 0,00;€ 49,70
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Maastricht;Kes van den IJssel;06-75347903;KesvandenIJssel@rhyta.com;Bergweg 79;Maastricht;donderdag 30 november 2017;Bezorgen;donderdag 30 november 2017;19:12;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Delft Papsouwselaan;Moniek de Rond;06-67741858;MoniekdeRond@superrito.com;Van Rossempad 19;Delft;dinsdag 2 januari 2018;Bezorgen;dinsdag 2 januari 2018;18:26;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 44,70;;€ 0,00;€ 44,70
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Eindhoven Woensel;Nathanael van den Akker;06-19278841;NathanaelvandenAkker@fleckens.hu;Herman Heyermanslaan 1;Eindhoven;woensdag 1 augustus 2018;Bezorgen;woensdag 1 augustus 2018;20:42;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Nijmegen;Danja Rexwinkel;06-59534357;DanjaRexwinkel@cuvox.de;Bijsterhuizen 164;Nijmegen;donderdag 25 april 2019;Afhalen;donderdag 25 april 2019;17:19;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;Merguez, Spinazie, Champignons, Kaasmix;€ 4,50;€ 20,90;;;;

Almere;Amro van Wensen;06-85899646;AmrovanWensen@rhyta.com;Roemer Visscherstraat 111;Almere;woensdag 19 juni 2019;Afhalen;woensdag 19 juni 2019;17:26;Shoarma;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 65,65;;€ 0,00;€ 65,65
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Roermond;Sofía Marijnissen;06-33878332;SofiaMarijnissen@gustr.com;Merumerkerkweg 46;Herten;zaterdag 10 februari 2018;Afhalen;zaterdag 10 februari 2018;16:24;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Wassenaar;Metehan Westeneng;06-36405376;MetehanWesteneng@dayrep.com;Van der Doeslaan 49;Wassenaar;vrijdag 5 mei 2017;Bezorgen;vrijdag 5 mei 2017;18:34;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Alphen aan den Rijn;Esengül Duim;06-41417778;EsengulDuim@dayrep.com;Buitendorpstraat 36;Zwammerdam;zondag 15 december 2019;Afhalen;zondag 15 december 2019;17:46;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;Kaas, Pepperoni;€ 2,00;€ 10,95;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Eindhoven Woensel;Dax van Hoogstraten;06-49873315;DaxvanHoogstraten@rhyta.com;Alard du Hamelstraat 68;Eindhoven;zondag 15 december 2019;Afhalen;zondag 15 december 2019;18:41;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;Champignons, Kaasmix, Bacon;€ 3,50;€ 22,90;€ 61,70;;€ 0,00;€ 61,70
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;

Drachten;Aloysius Bout;06-35048540;AloysiusBout@teleworm.us;Leugaruwe 133;Maastricht;woensdag 15 mei 2019;Bezorgen;woensdag 15 mei 2019;17:47;Funghi;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 12,90;;€ 0,00;€ 12,90
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Nieuwegein;Deveny Mohan;06-15655434;DevenyMohan@einrot.com;Graaf Dirklaan 103;Nieuwegein;donderdag 30 augustus 2018;Bezorgen;donderdag 30 augustus 2018;18:22;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

