Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;

Delft Binnenwatersloot;Servé Smout;06-43171568;ServeSmout@armyspy.com;Stille Putten 166;Delft;zondag 7 oktober 2018;Afhalen;zondag 7 oktober 2018;17:36;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Wijchen;Jouri Kempkes;06-13925055;JouriKempkes@superrito.com;Silvesterstraat 35;Wijchen;vrijdag 29 november 2019;Afhalen;vrijdag 29 november 2019;17:44;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Geldrop;Maura Cardinaal;06-49299537;MauraCardinaal@armyspy.com;Rietstraat 193;Geldrop;maandag 19 februari 2018;Afhalen;maandag 19 februari 2018;18:14;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 19,90;3e pizza gratis bij bezorgen;€ 0,00;€ 19,90
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Zwolle Bachplein;Sarie Woudwijk;06-73847620;SarieWoudwijk@rhyta.com;Hanzeplein 34;Zwolle;woensdag 13 maart 2019;Afhalen;woensdag 13 maart 2019;20:21;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 50,65;25% korting op je bestelling;€ 12,66;€ 37,99
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;4;Basilicum;€ 0,50;€ 29,80;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Haarlem Zuid;Kathinka Laurens;06-85852163;KathinkaLaurens@cuvox.de;Iordensstraat 144;Haarlem;zondag 6 mei 2018;Afhalen;zondag 6 mei 2018;17:54;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;€ 72,65;;€ 0,00;€ 72,65
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Amsterdam Oostelijke Handelskade;Michell Varkevisser;06-85156674;MichellVarkevisser@teleworm.us;Blankenbergestraat 30;Amsterdam;zaterdag 11 maart 2017;Afhalen;zaterdag 11 maart 2017;20:20;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 43,80;;€ 0,00;€ 43,80
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Enschede;Léonie Extra;06-16213195;LeonieExtra@teleworm.us;Paulus Potterstraat 104;Enschede;zondag 4 augustus 2019;Bezorgen;zondag 4 augustus 2019;19:44;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;;;;

Zwolle;Yonah Aelmans;06-36461929;YonahAelmans@jourrapide.com;Scriveriusmate 135;Zwolle;dinsdag 28 februari 2017;Bezorgen;dinsdag 28 februari 2017;20:55;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;Paprikamix, Gorgonzola;€ 2,00;€ 13,95;€ 13,95;25% korting op je bestelling;€ 3,49;€ 10,46

Rotterdam Mariniersweg;Rajni Op den Camp;06-22991810;RajniOpdenCamp@rhyta.com;Bethlehemstraat 38;Rotterdam;woensdag 20 december 2017;Bezorgen;woensdag 20 december 2017;20:23;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Rotterdam Mariniersweg;Mauritius Bergmans;06-47286411;MauritiusBergmans@superrito.com;Mokweg 167;Rotterdam;zaterdag 22 juni 2019;Bezorgen;zaterdag 22 juni 2019;18:45;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 11,90;;€ 0,00;€ 11,90

Rijswijk;Sylvana Heersink;06-95717177;SylvanaHeersink@teleworm.us;Hammarskjoldlaan 187;Rijswijk;dinsdag 2 juli 2019;Afhalen;dinsdag 2 juli 2019;18:48;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 70,65;25% korting op je bestelling;€ 17,66;€ 52,99
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Bussum;Revelino Slobbe;06-11205334;RevelinoSlobbe@teleworm.us;Spiegelstraat 47;Bussum;dinsdag 6 juni 2017;Afhalen;dinsdag 6 juni 2017;20:16;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 54,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 52,75
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Utrecht Adelaarstraat;Hala Bruurs;06-64410804;HalaBruurs@cuvox.de;Merwedekade 103;Utrecht;maandag 14 mei 2018;Bezorgen;maandag 14 mei 2018;19:37;Hawaii;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;€ 43,80;;€ 0,00;€ 43,80

Heerhugowaard;Özge de Jongh;06-32782860;OzgedeJongh@jourrapide.com;Huygendijk 149;Heerhugowaard;zondag 1 juli 2018;Bezorgen;zondag 1 juli 2018;16:51;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 47,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 45,75
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Tiel;Jie Smeele;06-56939841;JieSmeele@dayrep.com;Legipont 127;Tiel;dinsdag 12 maart 2019;Afhalen;dinsdag 12 maart 2019;20:39;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Maarssen;Kiri Bosse;06-59719603;KiriBosse@teleworm.us;Oostkanaaldijk 122;Maarssen;vrijdag 12 april 2019;Bezorgen;vrijdag 12 april 2019;20:30;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;2e pizza gratis bij afhalen;€ 0,00;€ 11,95

Tilburg Laarstraat;Rabia Frings;06-78256426;RabiaFrings@gustr.com;Korte Hoefstraat 113;Tilburg;woensdag 27 februari 2019;Afhalen;woensdag 27 februari 2019;18:38;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 46,70;;€ 0,00;€ 46,70
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

Assen;Elyse Wijker;06-83140792;ElyseWijker@teleworm.us;Markedreef 87;Assen;maandag 7 oktober 2019;Afhalen;maandag 7 oktober 2019;20:58;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

Tilburg Thomas van Aquinostraat;Darrel Hermans;06-93142879;DarrelHermans@dayrep.com;Bisschop van de Venstraat 179;Tilburg;dinsdag 28 mei 2019;Bezorgen;dinsdag 28 mei 2019;20:50;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 13,90;25% korting op je bestelling;€ 3,48;€ 10,43
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Almere;Fransiscus Huijsmans;06-46326451;FransiscusHuijsmans@rhyta.com;Martiniquestraat 115;Almere;zondag 8 september 2019;Bezorgen;zondag 8 september 2019;16:05;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 84,55;;€ 0,00;€ 84,55
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;4;Kaasmix;€ 1,50;€ 45,80;;;;

Deventer;Victoria Vogelaar;06-35037559;VictoriaVogelaar@gustr.com;Keurkampstraat 120;Deventer;vrijdag 5 mei 2017;Afhalen;vrijdag 5 mei 2017;16:37;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Den Bosch;Johannis Raben;06-51248331;JohannisRaben@cuvox.de;Bisschop-Bekkerslaan 29;Rosmalen;donderdag 22 november 2018;Afhalen;donderdag 22 november 2018;17:52;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Rotterdam Zevenkamp;Rueben van der Togt;06-36158837;RuebenvanderTogt@dayrep.com;Knikbloem 60;Rotterdam;zondag 25 maart 2018;Bezorgen;zondag 25 maart 2018;17:35;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Berkel en Rodenrijs;Türkan Crielaard;06-96869141;TurkanCrielaard@fleckens.hu;Marijkestraat 38;Berkel en Rodenrijs;vrijdag 25 januari 2019;Bezorgen;vrijdag 25 januari 2019;20:42;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 54,70;;€ 0,00;€ 54,70
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

De Meern;Lenka Edens;06-93880708;LenkaEdens@armyspy.com;Kooierlaan 122;Beltrum;zaterdag 23 september 2017;Afhalen;zaterdag 23 september 2017;19:37;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 71,55;;€ 0,00;€ 71,55
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 19,80;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Geldrop;Olger Hoezen;06-93937871;OlgerHoezen@rhyta.com;Heibeekstraat 76;Geldrop;maandag 3 juli 2017;Afhalen;maandag 3 juli 2017;19:24;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 69,70;;€ 0,00;€ 69,70
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;Chorizo, Champignons;€ 2,00;€ 25,90;;;;

Alphen aan den Rijn;Maas Roobol;06-29760626;MaasRoobol@gustr.com;Lissabonstraat 71;Alphen aan den Rijn;zaterdag 11 mei 2019;Bezorgen;zaterdag 11 mei 2019;17:24;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 34,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 32,85
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Enschede West;Mahmut van Basten;06-11684226;MahmutvanBasten@gustr.com;Kottendijk 91;Enschede;zondag 26 maart 2017;Afhalen;zondag 26 maart 2017;18:33;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 60,65;;€ 0,00;€ 60,65
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Delft Binnenwatersloot;Atakan Leentvaar;06-78535394;AtakanLeentvaar@jourrapide.com;Van Almondestraat 137;Delft;zaterdag 28 januari 2017;Bezorgen;zaterdag 28 januari 2017;17:43;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;€ 23,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 23,85
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Etten Leur;Sharmaine Snoeij;06-81042564;SharmaineSnoeij@jourrapide.com;Sprundelsebaan 26;Etten-Leur;woensdag 17 januari 2018;Bezorgen;woensdag 17 januari 2018;20:59;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Veldhoven;Lindsay Robert;06-11284817;LindsayRobert@superrito.com;Borghoutspark 76;Veldhoven;zondag 5 augustus 2018;Afhalen;zondag 5 augustus 2018;16:48;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 55,80;€ 121,50;3e pizza gratis bij bezorgen;€ 0,00;€ 121,50
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Valkenswaard;Dianne Warmerdam;06-14438651;DianneWarmerdam@gustr.com;De Hoeve 135;Valkenswaard;dinsdag 25 juni 2019;Afhalen;dinsdag 25 juni 2019;17:49;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 73,60;;€ 0,00;€ 73,60
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;Salami, Spaanse Pepers, Kaas, Kaas;€ 4,00;€ 27,90;;;;

Rotterdam Zuidplein;Charles Meeldijk;06-30309235;CharlesMeeldijk@cuvox.de;Stokroosstraat 156;Rotterdam;maandag 8 april 2019;Afhalen;maandag 8 april 2019;20:28;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 20,85;;€ 0,00;€ 20,85
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

IJmuiden;Chi Prinse;06-77083550;ChiPrinse@gustr.com;Van Beresteijnstraat 26;Vught;zondag 19 mei 2019;Afhalen;zondag 19 mei 2019;19:54;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 24,85;;€ 0,00;€ 24,85
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Deventer;Safaa Rentenaar;06-30105290;SafaaRentenaar@rhyta.com;Smedenstraat 184;Deventer;zondag 22 juli 2018;Bezorgen;zondag 22 juli 2018;20:32;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Diemen;Melika Pannekoek;06-61583983;MelikaPannekoek@armyspy.com;Weesperstraat 150;Diemen;zaterdag 8 juni 2019;Bezorgen;zaterdag 8 juni 2019;17:05;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 73,70;;€ 0,00;€ 73,70
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 51,80;;;;

Terneuzen;Fija Leijdekkers;06-83081772;FijaLeijdekkers@superrito.com;De Savornin Lohmanlaan 182;Axel;vrijdag 24 maart 2017;Afhalen;vrijdag 24 maart 2017;20:46;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;€ 56,75;;€ 0,00;€ 56,75
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 8,95;;;;

Osdorp;Elbert Bah;06-57365788;ElbertBah@teleworm.us;Rembrandtlaan 107;Alblasserdam;zaterdag 15 juni 2019;Afhalen;zaterdag 15 juni 2019;16:03;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Middelburg;Emilius Migchels;06-73093625;EmiliusMigchels@armyspy.com;Kerklaan 166;Arnemuiden;maandag 13 maart 2017;Afhalen;maandag 13 maart 2017;17:16;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Breda Kesterenlaan;Egbert Meerts;06-65850408;EgbertMeerts@rhyta.com;Jack van Gilsplein 100;Bavel;dinsdag 21 maart 2017;Afhalen;dinsdag 21 maart 2017;18:57;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;;;;

Den Helder;Aminata de Vor;06-63010311;AminatadeVor@einrot.com;Marina-Park 191;Den Helder;vrijdag 14 december 2018;Afhalen;vrijdag 14 december 2018;19:41;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;€ 91,60;;€ 0,00;€ 91,60
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;4;Bacon, Spaanse Pepers, Merguez, Spaanse Pepers;€ 4,00;€ 43,80;;;;

Tilburg Thomas van Aquinostraat;Lieske van Rijsingen;06-77507814;LieskevanRijsingen@fleckens.hu;Korte Hoefstraat 18;Tilburg;woensdag 25 september 2019;Bezorgen;woensdag 25 september 2019;19:32;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 11,90;2e pizza gratis bij afhalen;€ 0,00;€ 11,90

Amsterdam Oostelijke Handelskade;Ender Hulsebosch;06-82883237;EnderHulsebosch@superrito.com;Vondelkerkstraat 149;Amsterdam;vrijdag 6 juli 2018;Afhalen;vrijdag 6 juli 2018;18:32;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;Paprikamix, Beenham, Spinazie, Shoarma;€ 5,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Enschede;Monir Ramcharan;06-86607312;MonirRamcharan@jourrapide.com;Koenderinklanden 193;Enschede;woensdag 19 september 2018;Afhalen;woensdag 19 september 2018;18:55;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Den Bosch Empel;Rienke Rooze;06-52938623;RienkeRooze@einrot.com;Pettelaarseweg 74;s-Hertogenbosch;dinsdag 24 april 2018;Bezorgen;dinsdag 24 april 2018;20:59;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 9,95;€ 17,90;;€ 0,00;€ 17,90
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Osdorp;Meliha Müller;06-64828471;MelihaMuller@teleworm.us;Spoorstraat 19;Deventer;donderdag 31 mei 2018;Bezorgen;donderdag 31 mei 2018;17:50;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 23,90;2e pizza gratis bij afhalen;€ 0,00;€ 23,90

Rijswijk;Denzell van Diesen;06-52993167;DenzellvanDiesen@einrot.com;Terracottastraat 173;Rijswijk;woensdag 11 december 2019;Bezorgen;woensdag 11 december 2019;18:02;Supreme;Large Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 47,80;€ 47,80;25% korting op je bestelling;€ 11,95;€ 35,85

Ridderkerk;Lis Tichelaar;06-61534189;LisTichelaar@teleworm.us;Rosmolen 12;Ridderkerk;zondag 3 december 2017;Afhalen;zondag 3 december 2017;17:10;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;Basilicum, Tonijn;€ 2,00;€ 9,95;€ 43,75;;€ 0,00;€ 43,75
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Oosterhout;Mayla Hoogerwaard;06-25872864;MaylaHoogerwaard@cuvox.de;Gijsbreght van Amstelstraat 82;Oosterhout;woensdag 17 januari 2018;Afhalen;woensdag 17 januari 2018;20:57;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 11,90;;€ 0,00;€ 11,90

Nootdorp;Idriss van de Geijn;06-77289363;IdrissvandeGeijn@superrito.com;Jacob van Lennepstraat 172;Amsterdam;donderdag 15 februari 2018;Afhalen;donderdag 15 februari 2018;17:41;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 11,90;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Sittard;Ninthe Appels;06-99203678;NintheAppels@cuvox.de;Cityflat 39;Geleen;donderdag 20 april 2017;Bezorgen;donderdag 20 april 2017;18:20;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 71,65;;€ 0,00;€ 71,65
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Arnhem Centrum;Lauren Beerda;06-60533033;LaurenBeerda@gustr.com;Sint Peterlaan 103;Arnhem;dinsdag 16 april 2019;Afhalen;dinsdag 16 april 2019;16:40;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;€ 51,70;;€ 0,00;€ 51,70
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 8,95;;;;

