Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Heemskerk;Rigtje Wienen;06-95124771;RigtjeWienen@jourrapide.com;Jan Ligthartstraat 111;Heemskerk;donderdag 10 augustus 2017;Afhalen;donderdag 10 augustus 2017;18:49;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 35,80;€ 45,75;3e pizza gratis bij bezorgen;€ 0,00;€ 45,75
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Heerenveen;Marley Lamberts;06-28037218;MarleyLamberts@einrot.com;Meester Halbe Binnertsstraat 119;Heerenveen;vrijdag 6 april 2018;Afhalen;vrijdag 6 april 2018;16:06;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Roosendaal;Kwaku van den Assem;06-22083858;KwakuvandenAssem@rhyta.com;Kroevenlaan 88;Roosendaal;donderdag 21 februari 2019;Afhalen;donderdag 21 februari 2019;17:06;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 20,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 20,85
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Rotterdam Schiebroek;Daron Bogaards;06-73086375;DaronBogaards@rhyta.com;Driemanssteeweg 170;Rotterdam;woensdag 12 december 2018;Afhalen;woensdag 12 december 2018;18:20;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Amsterdam Ceintuurbaan;Gerson Tjepkema;06-58150189;GersonTjepkema@dayrep.com;Retiefstraat 11;Amsterdam;woensdag 15 mei 2019;Afhalen;woensdag 15 mei 2019;19:41;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;Beenham, Honing Mosterdsaus;€ 2,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Heerenveen;Jared van Kasteren;06-64704982;JaredvanKasteren@teleworm.us;Saskiaflat 8;Heerenveen;vrijdag 1 november 2019;Afhalen;vrijdag 1 november 2019;20:27;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;€ 24,85;;€ 0,00;€ 24,85
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Amersfoort Vathorst;Ronja Zandee;06-88445545;RonjaZandee@einrot.com;Vondellaan 199;Amersfoort;zaterdag 19 januari 2019;Bezorgen;zaterdag 19 januari 2019;16:51;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Rotterdam Noord;Martha Boeijen;06-44324608;MarthaBoeijen@superrito.com;Putsebocht 113;Rotterdam;vrijdag 27 april 2018;Afhalen;vrijdag 27 april 2018;19:31;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Amsterdam Aalsmeerweg;Casandra Lommers;06-11035608;CasandraLommers@jourrapide.com;Nageljongenstraat 44;Amsterdam;dinsdag 14 februari 2017;Bezorgen;dinsdag 14 februari 2017;17:39;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Eindhoven Woensel;Loyd Legierse;06-99007954;LoydLegierse@dayrep.com;Romuluslaan 148;Eindhoven;maandag 10 december 2018;Afhalen;maandag 10 december 2018;20:01;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;€ 36,85;;€ 0,00;€ 36,85
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Brunssum;Shanna Rauwerda;06-22734416;ShannaRauwerda@superrito.com;Jonker Cluttstraat 120;Brunssum;woensdag 27 november 2019;Bezorgen;woensdag 27 november 2019;19:34;Caprese;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 12,90;;€ 0,00;€ 12,90
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Zwolle Bachplein;Hamed van den Dool;06-88335695;HamedvandenDool@rhyta.com;Lindestraat 36;Zwolle;dinsdag 25 april 2017;Bezorgen;dinsdag 25 april 2017;19:37;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Rotterdam Noord;Calvin Vloet;06-97687261;CalvinVloet@jourrapide.com;Robert Baeldestraat 44;Rotterdam;dinsdag 31 oktober 2017;Bezorgen;dinsdag 31 oktober 2017;16:21;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;€ 104,45;;€ 0,00;€ 104,45
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Leeuwarden;Talisa van der Graaff;06-41748305;TalisavanderGraaff@einrot.com;Transvaalstraat 173;Leeuwarden;dinsdag 23 oktober 2018;Afhalen;dinsdag 23 oktober 2018;17:46;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Osdorp;Şenay Helderman;06-27006938;SenayHelderman@gustr.com;Lipperkerkstraat 168;Enschede;maandag 3 juli 2017;Afhalen;maandag 3 juli 2017;16:33;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;Kip, Beenham;€ 2,50;€ 20,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;

Leidschendam;Harun Haarman;06-62728093;HarunHaarman@fleckens.hu;Sint Martinuslaan 192;Voorburg;dinsdag 14 mei 2019;Bezorgen;dinsdag 14 mei 2019;18:06;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 87,55;;€ 0,00;€ 87,55
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Rotterdam Schiebroek;Carin Faber;06-65465555;CarinFaber@fleckens.hu;Raaigras 27;Rotterdam;woensdag 18 december 2019;Afhalen;woensdag 18 december 2019;16:27;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 108,55;25% korting op je bestelling;€ 27,14;€ 81,41
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;4;Shoarma, Gehakt, Chicken Kebab, Merguez;€ 5,50;€ 57,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Nieuwegein;Hélène Mouwen;06-83300244;HeleneMouwen@armyspy.com;Bombardonlaan 68;Nieuwegein;donderdag 9 maart 2017;Bezorgen;donderdag 9 maart 2017;16:54;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 25,90;25% korting op je bestelling;€ 6,48;€ 19,43

Amsterdam Aalsmeerweg;Eimert Harkema;06-33654438;EimertHarkema@teleworm.us;Hoofddorpweg 188;Amsterdam;maandag 6 mei 2019;Bezorgen;maandag 6 mei 2019;17:16;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Middelburg;Hinderikus Stoker;06-27482157;HinderikusStoker@rhyta.com;Scheldepoortstraat 27;Nieuw en Sint Joosland;vrijdag 20 januari 2017;Afhalen;vrijdag 20 januari 2017;20:49;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Haarlem Zuid;Nijs van der Linde;06-28065386;NijsvanderLinde@superrito.com;De Ruijterweg 62;Haarlem;dinsdag 13 maart 2018;Bezorgen;dinsdag 13 maart 2018;20:20;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 49,70;;€ 0,00;€ 49,70
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Dordrecht Bamendaweg;Brigit Leeman;06-67634893;BrigitLeeman@einrot.com;Brikstraat 51;Dordrecht;maandag 20 mei 2019;Afhalen;maandag 20 mei 2019;20:55;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Heerhugowaard;Wichard Molenaar;06-74952362;WichardMolenaar@jourrapide.com;Korund 143;Heerhugowaard;zaterdag 13 oktober 2018;Afhalen;zaterdag 13 oktober 2018;16:03;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 53,70;;€ 0,00;€ 53,70
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Rotterdam Vuurplaat;Soma de Bree;06-27931280;SomadeBree@cuvox.de;Delistraat 9;Rotterdam;maandag 8 mei 2017;Bezorgen;maandag 8 mei 2017;18:55;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Oosterhout;Badr Nota;06-19952758;BadrNota@fleckens.hu;Basielhof 80;Oosterhout;woensdag 5 september 2018;Bezorgen;woensdag 5 september 2018;18:47;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 17,90;2e pizza gratis bij afhalen;€ 0,00;€ 17,90

Rotterdam Mariniersweg;Vasco Potman;06-63042388;VascoPotman@einrot.com;Mathenesserweg 8;Rotterdam;donderdag 7 september 2017;Afhalen;donderdag 7 september 2017;16:48;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Hoorn;Laetitia van Tienhoven;06-98149433;LaetitiavanTienhoven@armyspy.com;Kerkplein 114;Hoorn;zondag 29 december 2019;Bezorgen;zondag 29 december 2019;18:46;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;€ 64,75;;€ 0,00;€ 64,75
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 55,80;;;;

Eindhoven Gestel;Ninon Sprong;06-79493272;NinonSprong@superrito.com;Geldropseweg 31;Eindhoven;zaterdag 20 oktober 2018;Bezorgen;zaterdag 20 oktober 2018;20:18;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 110,55;;€ 0,00;€ 110,55
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;2;Verse Tomaat, Merguez, Verse Tomaat;€ 3,00;€ 31,90;;;;

Ridderkerk;Chesron Renfurm;06-58027793;ChesronRenfurm@armyspy.com;Patrijs 142;Ridderkerk;zondag 3 november 2019;Bezorgen;zondag 3 november 2019;16:12;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 31,80;€ 83,55;3e pizza gratis bij bezorgen;€ 7,95;€ 75,60
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;Gorgonzola, Salami;€ 2,00;€ 21,90;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Hellevoetsluis;Betty Meertens;06-33296739;BettyMeertens@teleworm.us;Azalea 35;Hellevoetsluis;maandag 12 februari 2018;Afhalen;maandag 12 februari 2018;20:45;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Den Haag Torenstraat;Saman Hammink;06-87426502;SamanHammink@einrot.com;Danikerstraat 88;Geleen;zondag 30 juni 2019;Afhalen;zondag 30 juni 2019;19:43;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Hoorn;Leonarda Kolk;06-32154643;LeonardaKolk@dayrep.com;Hoeker 129;Hoorn;zondag 25 augustus 2019;Bezorgen;zondag 25 augustus 2019;19:11;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;€ 45,80;2e pizza gratis bij afhalen;€ 0,00;€ 45,80
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Utrecht Marnixlaan;Yannis Burggraaff;06-74766309;YannisBurggraaff@dayrep.com;Amsterdamsestraatweg 33;Utrecht;zondag 30 december 2018;Afhalen;zondag 30 december 2018;20:47;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;Spaanse Pepers, Geitenkaas;€ 2,00;€ 13,95;€ 22,90;;€ 0,00;€ 22,90
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Roermond;Dini van Triest;06-34857830;DinivanTriest@teleworm.us;Kempweg 183;Roermond;zondag 18 februari 2018;Afhalen;zondag 18 februari 2018;19:53;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 79,55;;€ 0,00;€ 79,55
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Ridderkerk;Eliza de Pagter;06-63359936;ElizadePagter@einrot.com;Willemstraat 68;Ridderkerk;dinsdag 26 november 2019;Bezorgen;dinsdag 26 november 2019;19:43;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;€ 60,70;;€ 0,00;€ 60,70
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Almere;Roma Huijskens;06-31192794;RomaHuijskens@rhyta.com;Vasalisstraat 71;Almere;dinsdag 3 oktober 2017;Afhalen;dinsdag 3 oktober 2017;18:13;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Arnhem;Léonie van 't Hoog;06-38492840;LeonievantHoog@fleckens.hu;Limburgsingel 172;Arnhem;dinsdag 10 april 2018;Bezorgen;dinsdag 10 april 2018;16:20;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 69,65;2e pizza gratis bij afhalen;€ 0,00;€ 69,65
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;2;Spaanse Pepers, Bacon;€ 2,00;€ 25,90;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Breda Graaf Hendrik III Plein;Joni Ramautar;06-14356409;JoniRamautar@einrot.com;Van der Duyn van Maasdamstraat 97;Breda;zaterdag 31 augustus 2019;Afhalen;zaterdag 31 augustus 2019;16:42;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;Ananas, Champignons;€ 2,00;€ 11,95;€ 91,55;;€ 0,00;€ 91,55
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;;;;

Wageningen;Nenad van Beem;06-64906374;NenadvanBeem@teleworm.us;Treubstraat 52;Wageningen;maandag 1 april 2019;Bezorgen;maandag 1 april 2019;18:00;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 88,55;25% korting op je bestelling;€ 22,14;€ 66,41
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Roosendaal;Seraja Tuithof;06-92857367;SerajaTuithof@armyspy.com;Ambrozijnberg 199;Roosendaal;zaterdag 20 juli 2019;Bezorgen;zaterdag 20 juli 2019;19:48;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Den Haag Oude Haagweg;Diederick Straten;06-17193429;DiederickStraten@cuvox.de;Cederweg 10;Klarenbeek;zondag 4 februari 2018;Bezorgen;zondag 4 februari 2018;18:46;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;Verse Tomaat, Kip, Pepperoni, Ham;€ 4,00;€ 13,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

Maastricht;Gwendolyn van der Rijt;06-59616285;GwendolynvanderRijt@dayrep.com;Sint Teunisstraat 55;Maastricht;zaterdag 5 augustus 2017;Afhalen;zaterdag 5 augustus 2017;18:27;Tonno;Italian Pizza;Tomatensaus;€ 6,95;2;Geitenkaas, Kaas, Beenham, Beenham;€ 5,00;€ 25,90;€ 81,65;;€ 0,00;€ 81,65
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;Ananas;€ 1,00;€ 9,95;;;;
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Ede;Desney Goeree;06-48167801;DesneyGoeree@rhyta.com;Bellaertsstraat 158;Bennekom;maandag 10 september 2018;Afhalen;maandag 10 september 2018;18:53;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;€ 83,50;;€ 0,00;€ 83,50
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Maastricht;Rolando Ackermans;06-33789319;RolandoAckermans@teleworm.us;Observantenweg 177;Maastricht;zondag 5 februari 2017;Afhalen;zondag 5 februari 2017;17:01;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Middelburg;Arja Jagroep;06-11743221;ArjaJagroep@armyspy.com;Burgerweidestraat 148;Middelburg;zaterdag 6 mei 2017;Afhalen;zaterdag 6 mei 2017;16:57;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;€ 41,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 39,75
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Rotterdam Schiebroek;Fennechien Visscher;06-12104545;FennechienVisscher@teleworm.us;Spuistraat 102;Rotterdam;zaterdag 9 november 2019;Bezorgen;zaterdag 9 november 2019;19:05;Beenham;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Leiden;Humphrey Maessen;06-93691723;HumphreyMaessen@cuvox.de;Barnsteenpad 126;Leiden;woensdag 4 april 2018;Afhalen;woensdag 4 april 2018;18:03;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;2;Groene Olijven, Beenham;€ 2,50;€ 18,90;€ 73,65;;€ 0,00;€ 73,65
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;Chicken Kebab, Champignons, Kip, Chorizo;€ 5,00;€ 12,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Rotterdam Hoogvliet;Kick van der Westen;06-75269321;KickvanderWesten@fleckens.hu;Bergse Linker Rottekade 41;Rotterdam;maandag 19 februari 2018;Afhalen;maandag 19 februari 2018;19:41;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;€ 48,70;;€ 0,00;€ 48,70
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Tilburg Laarstraat;Steef van Veghel;06-43988499;SteefvanVeghel@fleckens.hu;Edisonlaan 168;Tilburg;dinsdag 10 oktober 2017;Bezorgen;dinsdag 10 oktober 2017;17:11;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 44,75;;€ 0,00;€ 44,75
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

